  , room1 , room1 , room1 , wall1_IP , wall1_IP , wall1_IP , wall1_IP , wall1_IP , wall1_IP , room2 , room2 , room2 , opening1 , opening1 , Heat source , Moisture source , 
  , temp , rh , ah , temp , rh , ah , Hw , Jwv , Jwl , temp , rh , ah , Hv , Jv , Hin , Jin , 
2022/04/01 00:00,10.899999999999977,0.89,0.007207052131432167,20.0,0.5000000000000001,0.00726237937927264,21294.00000000005,9.510673262647074e-5,-0.0,25.0,0.5,0.009881917493743442,8.721391826652507,1.3726653040229047e-5,0.0,0.0,
2022/04/01 00:10,10.704999999999984,0.8931553863155036,0.007138542145736819,17.770524798283702,0.5101790073005336,0.0064381966427038365,16533.3280279839,-0.0012055938474561394,-0.0,22.088656069599153,0.48841528100027104,0.008076041046597291,3.056712822508871,3.895868678309273e-6,0.0,0.0,
2022/04/01 00:20,10.488333333333344,0.8966009447742909,0.007062437435064047,17.095621280395335,0.5255043463446503,0.006353869769311843,15461.053796125057,-0.0012200589824955248,-0.0,21.26672454388722,0.48680066072661404,0.007649600133586805,1.914442510626941,1.912449286065828e-6,0.0,0.0,
2022/04/01 00:30,10.271666666666647,0.8999800626499029,0.0069863511344108635,16.59665883013315,0.5398279349523055,0.006323250689639359,14800.481662511618,-0.001141964257099193,-0.0,20.697316902169575,0.4870255738635248,0.007386783783430921,1.3056096510483712,8.621861833815032e-7,0.0,0.0,
2022/04/01 00:40,10.055000000000007,0.9032897234745965,0.006910283237097894,16.176953099615957,0.5526119866234426,0.00630199894111853,14325.370253101322,-0.0010477242865992965,-0.0,20.27277926639431,0.48828003841599044,0.007212302404589066,0.9847327405568649,3.172407195189611e-7,0.0,0.0,
2022/04/01 00:50,9.83833333333331,0.9065268214437884,0.006834233736448995,15.804581827981508,0.5639095087850717,0.006279386059632119,13961.021477476783,-0.0009558336782419639,-0.0,19.940371949277903,0.49005258283095376,0.007089701206609471,0.8329510477899476,6.930785292432091e-8,0.0,0.0,
2022/04/01 01:00,9.62166666666667,0.9096881589769366,0.006758202625791256,15.464501165771367,0.5738908896504274,0.006252500297497166,13672.23272790499,-0.0008713138304070266,-0.0,19.66837145152607,0.4919909446731373,0.006997619877493342,0.7806193506314685,-4.207634231438468e-9,0.0,0.0,
2022/04/01 01:10,9.449999999999989,0.9102288412444732,0.006683813541073127,15.156340118931212,0.5827341896174832,0.006224106660868165,13352.835878299062,-0.0007921942234875326,-0.0,19.437018366958227,0.49386854251594664,0.006923214652185745,0.7805667242796517,1.9297365990610582e-8,0.0,0.0,
2022/04/01 01:20,9.28333333333336,0.9103916562999764,0.0066096224189567095,14.872175650874908,0.5905547479280969,0.006192956636091728,13077.891023047223,-0.000718143598656223,-0.0,19.233025116861654,0.49555273679481526,0.0068584417493936685,0.8112748048415597,9.64879266854922e-8,0.0,0.0,
2022/04/01 01:30,9.116666666666674,0.910455806617813,0.006535448805397032,14.604877375097999,0.597472386065164,0.006158003434325221,12842.4130577293,-0.0006506582990707314,-0.0,19.04658913362374,0.49697969240269546,0.006798036758315744,0.8561673640215304,1.975172403911616e-7,0.0,0.0,
2022/04/01 01:40,8.949999999999989,0.910418760162141,0.006461292694196993,14.350833028965383,0.6035998461087079,0.006119413336956762,12637.949287779022,-0.000589453664517115,-0.0,18.87099146017755,0.49813102650983654,0.0067388443853751475,0.9049565952072953,3.043458818320418e-7,0.0,0.0,
